#GeneID,Locus,Locus tag,Protein Name
3635256,"RAX1","CAALFM_C304490WA","Rax1p"
3635257,"RPL19A","CAALFM_C304500CA","ribosomal 60S subunit protein L19A"
3635258,,"CAALFM_C304510WA","hypothetical protein CAALFM_C304510WA"
3635259,"ADE2","CAALFM_C304520CA","phosphoribosylaminoimidazole carboxylase"
3635261,"TEC1","CAALFM_C304530CA","Tec1p"
3635262,,"CAALFM_C304540CA","hypothetical protein CAALFM_C304540CA"
3635263,"CMK1","CAALFM_C304550CA","protein kinase"
3635147,"MAK21","CAALFM_C304560WA","RNA-binding ribosome biosynthesis protein"
3635150,"DUR35","CAALFM_C304570CA","Dur35p"
3635152,"STP1","CAALFM_C304580CA","Stp1p"
30515204,,"CAALFM_C304590WA","RNA-binding protein"
3635154,"MEA1","CAALFM_C304610WA","Mea1p"
3635155,,"CAALFM_C304620CA","hypothetical protein CAALFM_C304620CA"
3635189,,"CAALFM_C304630WA","hypothetical protein CAALFM_C304630WA"
3635191,"ZCF31","CAALFM_C304640WA","Zcf31p"
3635192,,"CAALFM_C304650WA","hypothetical protein CAALFM_C304650WA"
3635193,"ARG11","CAALFM_C304660CA","Arg11p"
3635194,"RPS15","CAALFM_C304670CA","ribosomal 40S subunit protein S15"
3635195,"RPP2B","CAALFM_C304680WA","ribosomal protein P2B"
3635196,,"CAALFM_C304690CA","hypothetical protein CAALFM_C304690CA"
3635247,,"CAALFM_C304700WA","FG-nucleoporin"
3635248,"ARV1","CAALFM_C304710WA","sterol homeostasis protein"
3635249,,"CAALFM_C304720CA","hypothetical protein CAALFM_C304720CA"
3635250,,"CAALFM_C304730CA","hypothetical protein CAALFM_C304730CA"
3635251,,"CAALFM_C304740CA","DNA topoisomerase 3"
3635252,,"CAALFM_C304750WA","hypothetical protein CAALFM_C304750WA"
3635255,"SEN1","CAALFM_C304760CA","putative DNA/RNA helicase"
3635213,"ZCF32","CAALFM_C304770CA","Zcf32p"
3635214,,"CAALFM_C304780CA","hypothetical protein CAALFM_C304780CA"
3635215,,"CAALFM_C304790WA","hypothetical protein CAALFM_C304790WA"
3635216,,"CAALFM_C304800CA","hypothetical protein CAALFM_C304800CA"
30515205,,"CAALFM_C304810CA","hypothetical protein CAALFM_C304810CA"
3635220,"SEC7","CAALFM_C304820CA","Arf family guanine nucleotide exchange factor"
3635222,"FAS2","CAALFM_C304830CA","trifunctional fatty acid synthase subunit"
3635224,,"CAALFM_C304840CA","hypothetical protein CAALFM_C304840CA"
3635225,"SFP1","CAALFM_C304860WA","zinc-coordinating transcription factor"
3635226,,"CAALFM_C304870WA","hypothetical protein CAALFM_C304870WA"
3635228,"PIN3","CAALFM_C304880WA","Pin3p"
3635265,"CDR2","CAALFM_C304890WA","Cdr2p"
3635266,"NOP14","CAALFM_C304900WA","snoRNA-binding rRNA-processing protein"
3635267,"NCE102","CAALFM_C304910CA","Nce102p"
3635268,,"CAALFM_C304920CA","hypothetical protein CAALFM_C304920CA"
3635269,"HGT4","CAALFM_C304930CA","glucose sensor"
3635270,,"CAALFM_C304940WA","ditrans,polycis-polyprenyl diphosphate synthase"
3635271,"ARF2","CAALFM_C304950WA","Arf family GTPase"
30515207,"RPL35","CAALFM_C304960WA","ribosomal 60S subunit protein L35A"
3635164,,"CAALFM_C304970CA","ubiquitin-ubiquitin ligase"
3635166,"FGR44","CAALFM_C304990WA","Fgr44p"
3635167,"RDI1","CAALFM_C305000WA","Rdi1p"
3635169,,"CAALFM_C305010CA","DNA helicase"
3635170,,"CAALFM_C305020WA","hypothetical protein CAALFM_C305020WA"
3635238,"PHB2","CAALFM_C305030WA","prohibitin subunit"
3635239,"ATG9","CAALFM_C305040CA","autophagy protein"
3635240,"TRY4","CAALFM_C305050WA","Try4p"
3635241,,"CAALFM_C305060WA","hypothetical protein CAALFM_C305060WA"
3635242,"CEM1","CAALFM_C305070WA","fatty acid synthase"
3635243,,"CAALFM_C305080WA","hypothetical protein CAALFM_C305080WA"
3635245,,"CAALFM_C305090CA","hypothetical protein CAALFM_C305090CA"
3635156,"RPL18","CAALFM_C305100CA","ribosomal 60S subunit protein L18A"
3635158,,"CAALFM_C305110WA","hypothetical protein CAALFM_C305110WA"
3635159,,"CAALFM_C305120CA","tubulin-binding prefolding complex subunit"
3635160,"THI4","CAALFM_C305130CA","thiamine thiazole synthase"
3635161,,"CAALFM_C305140CA","tRNA (guanine-N2-)-methyltransferase"
3635162,,"CAALFM_C305150WA","hypothetical protein CAALFM_C305150WA"
3635229,,"CAALFM_C305160CA","putative ATP-dependent RNA helicase"
3635230,"WOR2","CAALFM_C305170WA","Wor2p"
3635232,"RHB1","CAALFM_C305180WA","putative GTPase"
3635233,"MCA1","CAALFM_C305190CA","Ca(2+)-dependent cysteine protease"
30515208,"RPS19A","CAALFM_C305200WA","ribosomal 40S subunit protein S19A"
3635236,"DYN1","CAALFM_C305210CA","dynein heavy chain"
3635237,"CDR1","CAALFM_C305220WA","ATP-binding cassette multidrug transporter"
3635197,"SAP3","CAALFM_C305230WA","Sap3p"
3635198,"RPL8B","CAALFM_C305240CA","ribosomal 60S subunit protein L8B"
3635199,,"CAALFM_C305250CA","hypothetical protein CAALFM_C305250CA"
3635201,"HGT5","CAALFM_C305270CA","Hgt5p"
3635202,,"CAALFM_C305280CA","hypothetical protein CAALFM_C305280CA"
3635203,,"CAALFM_C305290CA","hypothetical protein CAALFM_C305290CA"
3643646,,"CAALFM_C305300CA","bifunctional choline kinase/ethanolamine kinase"
3643647,"USO6","CAALFM_C305310WA","Uso6p"
3643648,,"CAALFM_C305320WA","hypothetical protein CAALFM_C305320WA"
3643650,,"CAALFM_C305330CA","hypothetical protein CAALFM_C305330CA"
3643674,"DIE2","CAALFM_C305340WA","dolichyl-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-dolichol alpha-1,2- glucosyltransferase"
3643675,"SMI1B","CAALFM_C305350CA","Smi1bp"
3643676,,"CAALFM_C305360CA","hypothetical protein CAALFM_C305360CA"
3643678,"YST1","CAALFM_C305370CA","ribosomal 40S subunit protein S0A"
3643679,,"CAALFM_C305380WA","hypothetical protein CAALFM_C305380WA"
3643680,"GPI1","CAALFM_C305390CA","phosphatidylinositol N-acetylglucosaminyltransferase"
3643681,,"CAALFM_C305400CA","hypothetical protein CAALFM_C305400CA"
3643665,,"CAALFM_C305410WA","hypothetical protein CAALFM_C305410WA"
3643666,,"CAALFM_C305420WA","putative serine/threonine protein kinase"
3643667,,"CAALFM_C305430WA","hypothetical protein CAALFM_C305430WA"
3643668,,"CAALFM_C305440CA","hypothetical protein CAALFM_C305440CA"
3643669,,"CAALFM_C305450CA","hypothetical protein CAALFM_C305450CA"
3643670,,"CAALFM_C305460WA","hypothetical protein CAALFM_C305460WA"
3643671,"TEA1","CAALFM_C305470WA","Tea1p"
3643672,,"CAALFM_C305510WA","hypothetical protein CAALFM_C305510WA"
3643673,"DNM1","CAALFM_C305520CA","dynamin-related GTPase"
3643657,"OST1","CAALFM_C305530WA","dolichyl-diphosphooligosaccharide--protein glycotransferase subunit"
3643658,,"CAALFM_C305540CA","hypothetical protein CAALFM_C305540CA"
3643659,,"CAALFM_C305550CA","hypothetical protein CAALFM_C305550CA"
3643660,"PRE3","CAALFM_C305560WA","proteasome core particle subunit beta 1"
3643661,"QDR2","CAALFM_C305570WA","Qdr2p"
3643662,"GAP2","CAALFM_C305580CA","amino acid permease"
3643663,"BAT22","CAALFM_C305590CA","Bat22p"
3643664,"ATO6","CAALFM_C305600WA","Ato6p"
3643651,"MNN14","CAALFM_C305610WA","Mnn14p"
3643652,"ATO5","CAALFM_C305620WA","Ato5p"
3643653,"GTT1","CAALFM_C305630WA","Gtt1p"
3643654,,"CAALFM_C305640WA","hypothetical protein CAALFM_C305640WA"
3643655,"YCK2","CAALFM_C305650WA","serine/threonine protein kinase"
3643656,,"CAALFM_C305660CA","hypothetical protein CAALFM_C305660CA"
3641724,,"CAALFM_C305680WA","E2 ubiquitin-conjugating protein"
3641726,"CHS4","CAALFM_C305700WA","Chs4p"
3641727,"RCT1","CAALFM_C305710WA","Rct1p"
3641716,"KIP3","CAALFM_C305720CA","tubulin-dependent ATPase"
3641717,"LAC1","CAALFM_C305730CA","Lac1p"
3641718,"SSN8","CAALFM_C305740CA","cyclin-dependent protein serine/threonine kinase regulator"
3641719,,"CAALFM_C305750CA","hypothetical protein CAALFM_C305750CA"
3641720,,"CAALFM_C305760WA","phosphopantothenate--cysteine ligase"
3641721,"SAM50","CAALFM_C305770CA","SAM complex subunit"
3641722,"CRZ1","CAALFM_C305780CA","DNA-binding transcription factor"
3641753,,"CAALFM_C305790CA","SAGA histone acetyltransferase complex subunit"
3641754,,"CAALFM_C305800WA","tRNA splicing endonuclease subunit"
3641755,"SKN1","CAALFM_C305810CA","Skn1p"
3641756,"KRE6","CAALFM_C305830WA","beta-glucan synthesis-associated protein"
3641757,,"CAALFM_C305840WA","hypothetical protein CAALFM_C305840WA"
3641758,,"CAALFM_C305850WA","glucose-induced degradation complex subunit"
3641759,,"CAALFM_C305860CA","25S rRNA (uracil2634-N3)-methyltransferase"
3641760,"UBP1","CAALFM_C305870CA","ubiquitin-specific protease"
3641737,,"CAALFM_C305880CA","hypothetical protein CAALFM_C305880CA"
3641738,"TRM12","CAALFM_C305890WA","Trm12p"
3641739,,"CAALFM_C305900WA","cationic amino acid transporter"
3641740,"ZCF35","CAALFM_C305910WA","Zcf35p"
3641741,"MRR1","CAALFM_C305920WA","Mrr1p"
3641743,"CTA4","CAALFM_C305930WA","oleate-activated transcription factor"
3641744,,"CAALFM_C305940CA","hypothetical protein CAALFM_C305940CA"
3641728,,"CAALFM_C305950WA","hypothetical protein CAALFM_C305950WA"
3641729,"ASE1","CAALFM_C305960WA","Ase1p"
3641730,,"CAALFM_C305970CA","phosphopantothenoylcysteine decarboxylase complex subunit"
3641731,"FAA2","CAALFM_C305980CA","Faa2p"
3641732,,"CAALFM_C305990CA","hypothetical protein CAALFM_C305990CA"
3641733,"AHR1","CAALFM_C306000WA","Ahr1p"
3641734,"CAM1","CAALFM_C306010WA","translation elongation factor EF1B gamma"
3641735,"MNN9","CAALFM_C306020WA","mannosyltransferase complex subunit"
3641736,"NOG1","CAALFM_C306030WA","putative GTPase"
3641745,,"CAALFM_C306040WA","hypothetical protein CAALFM_C306040WA"
3641746,,"CAALFM_C306050CA","hypothetical protein CAALFM_C306050CA"
3641747,"ELP3","CAALFM_C306060WA","Elongator subunit"
3641748,"PBS2","CAALFM_C306070CA","mitogen-activated protein kinase kinase"
3641749,"REV3","CAALFM_C306080WA","Rev3p"
3641751,"OCH1","CAALFM_C306090CA","Och1p"
3641752,"DED1","CAALFM_C306100CA","DEAD-box ATP-dependent RNA helicase"
3641761,,"CAALFM_C306110CA","NADH/NAD(+) kinase"
3641762,"GDA1","CAALFM_C306120CA","guanosine diphosphatase"
3641764,,"CAALFM_C306140WA","hypothetical protein CAALFM_C306140WA"
3641765,,"CAALFM_C306150WA","hypothetical protein CAALFM_C306150WA"
3641766,,"CAALFM_C306160CA","hypothetical protein CAALFM_C306160CA"
3642272,,"CAALFM_C306170CA","hypothetical protein CAALFM_C306170CA"
3642269,"TSA1","CAALFM_C306180CA","thioredoxin peroxidase"
3642266,"ALS6","CAALFM_C306190CA","Als6p"
3642265,"MMS21","CAALFM_C306200CA","SUMO ligase"
3642246,"MUB1","CAALFM_C306210CA","Mub1p"
3642245,"OAC1","CAALFM_C306220CA","Oac1p"
3642244,"CYM1","CAALFM_C306230WA","Cym1p"
30515213,,"CAALFM_C306240CA","mitochondrial 54S ribosomal protein YmL39"
3642243,"ERV25","CAALFM_C306250WA","Erv25p"
3642240,,"CAALFM_C306260CA","hypothetical protein CAALFM_C306260CA"
3642239,,"CAALFM_C306270CA","hypothetical protein CAALFM_C306270CA"
3642238,,"CAALFM_C306280WA","L-serine/L-threonine ammonia-lyase"
3642237,,"CAALFM_C306290WA","hypothetical protein CAALFM_C306290WA"
3642236,"DOT1","CAALFM_C306300WA","histone methyltransferase"
3642235,"ISW2","CAALFM_C306310CA","DNA translocase"
3642234,"ALS7","CAALFM_C306320WA","Als7p"
30515214,"TSA1B","CAALFM_C306330WA","Tsa1bp"
3642271,"HNT2","CAALFM_C306340WA","bis(5\\'-adenosyl)-triphosphatase"
30515215,,"CAALFM_C306350WA","mediator complex subunit"
3642257,"CYP5","CAALFM_C306360CA","peptidylprolyl isomerase family protein, partial"
3642258,,"CAALFM_C306370CA","hypothetical protein CAALFM_C306370CA"
3642259,"NSA2","CAALFM_C306380WA","rRNA-processing protein"
30515216,,"CAALFM_C306390WA","hypothetical protein CAALFM_C306390WA, partial"
3642260,,"CAALFM_C306400CA","uracil-DNA glycosylase"
3642261,,"CAALFM_C306410CA","dolichyl-diphosphooligosaccharide--protein glycotransferase"
3642262,,"CAALFM_C306420CA","hypothetical protein CAALFM_C306420CA"
3642263,"APN1","CAALFM_C306430WA","DNA-(apurinic or apyrimidinic site) lyase"
3642281,,"CAALFM_C306440WA","FG-nucleoporin"
3642282,"GLG2","CAALFM_C306450WA","Glg2p"
3642284,"AAF1","CAALFM_C306470WA","Aaf1p"
30515218,"ECM15","CAALFM_C306480CA","Ecm15p"
3642285,,"CAALFM_C306490WA","acetyltransferase"
3642286,"UBA1","CAALFM_C306500WA","E1 ubiquitin-activating protein"
3642288,"HST6","CAALFM_C306510CA","ATP-binding cassette alpha-factor transporter"
3642289,,"CAALFM_C306520CA","hypothetical protein CAALFM_C306520CA"
3642273,,"CAALFM_C306530WA","hypothetical protein CAALFM_C306530WA"
3642274,,"CAALFM_C306540CA","hypothetical protein CAALFM_C306540CA"
3642275,,"CAALFM_C306550CA","TFIIH complex subunit"
3642276,,"CAALFM_C306560WA","glucose-induced degradation complex subunit"
3642277,"OPI3","CAALFM_C306570CA","bifunctional phosphatidyl-N-methylethanolamine N-methyltransferase/phosphatidyl-N-dimethylethanolamine N-methyltransferase"
3642278,"JEN1","CAALFM_C306580WA","Jen1p"
3642279,"LYS9","CAALFM_C306590WA","saccharopine dehydrogenase (NADP+, L-glutamate-forming)"
3642280,,"CAALFM_C306600CA","hypothetical protein CAALFM_C306600CA"
3642248,,"CAALFM_C306610WA","hypothetical protein CAALFM_C306610WA"
3642249,"FUN31","CAALFM_C306620WA","serine/threonine protein kinase"
3642250,,"CAALFM_C306630WA","hypothetical protein CAALFM_C306630WA"
3642251,,"CAALFM_C306640WA","hypothetical protein CAALFM_C306640WA"
3642252,"TAF60","CAALFM_C306650CA","Taf60p"
3642253,,"CAALFM_C306660CA","hypothetical protein CAALFM_C306660CA"
3642254,,"CAALFM_C306670CA","hypothetical protein CAALFM_C306670CA"
3642255,,"CAALFM_C306680CA","hypothetical protein CAALFM_C306680CA"
3642256,,"CAALFM_C306690CA","hypothetical protein CAALFM_C306690CA"
3642247,,"CAALFM_C306700CA","hypothetical protein CAALFM_C306700CA"
3638448,,"CAALFM_C306710WA","hypothetical protein CAALFM_C306710WA"
3638447,"PRP5","CAALFM_C306720WA","DEAD-box RNA helicase"
3638504,,"CAALFM_C306730WA","hypothetical protein CAALFM_C306730WA"
3638503,,"CAALFM_C306740WA","hypothetical protein CAALFM_C306740WA"
30515219,,"CAALFM_C306750WA","translocon subunit"
3638502,,"CAALFM_C306760WA","hypothetical protein CAALFM_C306760WA"
3638501,"SLU7","CAALFM_C306770WA","mRNA splicing protein"
3638500,"SLF1","CAALFM_C306780CA","Slf1p"
3638499,"TRY6","CAALFM_C306790WA","Try6p"
3638497,,"CAALFM_C306800CA","NEDD8 ligase"
3638545,,"CAALFM_C306810WA","anaphase promoting complex subunit 2"
3638544,,"CAALFM_C306820CA","hypothetical protein CAALFM_C306820CA"
3638543,,"CAALFM_C306830CA","putative helicase"
3638542,"FCR1","CAALFM_C306850WA","Fcr1p"
3638541,,"CAALFM_C306860CA","aldo-keto reductase superfamily protein"
3638540,"TDH3","CAALFM_C306870WA","glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)"
3638539,,"CAALFM_C306880WA","hypothetical protein CAALFM_C306880WA"
3638538,"PMT2","CAALFM_C306890WA","dolichyl-phosphate-mannose-protein mannosyltransferase"
3638513,"ISA2","CAALFM_C306900WA","Isa2p"
3638512,"TPD3","CAALFM_C306910CA","protein phosphatase 2A structural subunit"
3638511,,"CAALFM_C306920WA","putative phosphomutase"
3638509,,"CAALFM_C306940WA","hypothetical protein CAALFM_C306940WA"
3638507,,"CAALFM_C306950WA","hypothetical protein CAALFM_C306950WA"
3638506,,"CAALFM_C306970WA","signal recognition particle subunit"
3638505,"HUT1","CAALFM_C306980WA","Hut1p"
3638521,,"CAALFM_C306990WA","palmitoyltransferase"
3638520,"RPD31","CAALFM_C307000WA","histone deacetylase"
3638519,"POS5","CAALFM_C307010WA","NADH kinase"
3638518,"SSN6","CAALFM_C307020WA","transcription regulator"
3638517,,"CAALFM_C307030CA","hypothetical protein CAALFM_C307030CA"
3638516,"YSA1","CAALFM_C307040CA","ADP-ribose diphosphatase"
3638515,,"CAALFM_C307050WA","hypothetical protein CAALFM_C307050WA"
3638514,"FESUR1","CAALFM_C307060WA","Fesur1p"
3638446,,"CAALFM_C307070CA","hypothetical protein CAALFM_C307070CA"
3638445,"RRD1","CAALFM_C307080WA","peptidylprolyl isomerase"
3638444,"HHT1","CAALFM_C307090WA","Hht1p"
3638443,,"CAALFM_C307100CA","hypothetical protein CAALFM_C307100CA"
3638442,,"CAALFM_C307110WA","hypothetical protein CAALFM_C307110WA"
3638441,,"CAALFM_C307120WA","hypothetical protein CAALFM_C307120WA"
3638440,,"CAALFM_C307130WA","cornichon family protein"
3638439,,"CAALFM_C307140CA","hypothetical protein CAALFM_C307140CA"
3638438,"RPS12","CAALFM_C307150CA","ribosomal 40S subunit protein S12"
3638537,"PGA32","CAALFM_C307160WA","Pga32p"
3638536,,"CAALFM_C307170CA","GTPase-activating protein"
3638535,"BMT1","CAALFM_C307180CA","Bmt1p"
3638534,"ZFU2","CAALFM_C307200CA","Zfu2p"
3638533,"MET8","CAALFM_C307210WA","bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase"
3638532,"PRO2","CAALFM_C307220CA","glutamate-5-semialdehyde dehydrogenase"
3638531,,"CAALFM_C307230WA","aminophospholipid-translocating P4-type ATPase"
3638530,,"CAALFM_C307240WA","hypothetical protein CAALFM_C307240WA"
3638437,"GCD2","CAALFM_C307250WA","translation initiation factor eIF2B subunit delta"
3638433,"ECM29","CAALFM_C307260CA","Ecm29p"
3638432,"UBI4","CAALFM_C307270CA","ubiquitin"
3638431,,"CAALFM_C307280CA","hypothetical protein CAALFM_C307280CA"
3638430,,"CAALFM_C307290WA","hypothetical protein CAALFM_C307290WA"
3638469,"NOP13","CAALFM_C307300WA","Nop13p"
3638466,"SLK19","CAALFM_C307310CA","Slk19p"
3638464,"MDS3","CAALFM_C307320WA","Mds3p"
3638478,,"CAALFM_C307330WA","hypothetical protein CAALFM_C307330WA"
3638477,"GCY1","CAALFM_C307340WA","glycerol 2-dehydrogenase (NADP(+))"
3638476,,"CAALFM_C307350WA","hypothetical protein CAALFM_C307350WA"
3638475,"DLD2","CAALFM_C307360WA","D-lactate dehydrogenase"
3638474,,"CAALFM_C307370WA","hypothetical protein CAALFM_C307370WA"
3638473,,"CAALFM_C307380WA","hypothetical protein CAALFM_C307380WA"
3638472,,"CAALFM_C307390CA","mitochondrial 37S ribosomal protein RSM10"
3638471,,"CAALFM_C307400WA","tRNA methyltransferase"
3638486,"KRS1","CAALFM_C307410CA","lysine--tRNA ligase"
3638485,,"CAALFM_C307420WA","hypothetical protein CAALFM_C307420WA"
3638484,,"CAALFM_C307430WA","acid phosphatase"
3638482,"TPI1","CAALFM_C307440WA","triose-phosphate isomerase"
3638481,,"CAALFM_C307450CA","putative endodeoxyribonuclease"
3638480,,"CAALFM_C307460WA","protein serine/threonine phosphatase"
3638479,,"CAALFM_C307470WA","hypothetical protein CAALFM_C307470WA"
3638529,,"CAALFM_C307480WA","E3 ubiquitin-protein ligase"
3638528,,"CAALFM_C307490WA","phosphoribomutase"
3638527,"VAN1","CAALFM_C307500WA","Van1p"
3638526,,"CAALFM_C307540CA","hypothetical protein CAALFM_C307540CA"
3638525,,"CAALFM_C307550CA","hypothetical protein CAALFM_C307550CA"
3638524,"TCC1","CAALFM_C307560WA","Tcc1p"
3638522,,"CAALFM_C307570CA","hypothetical protein CAALFM_C307570CA"
30515225,,"CAALFM_C307580WA","hypothetical protein CAALFM_C307580WA"
3638496,,"CAALFM_C307590WA","hypothetical protein CAALFM_C307590WA"
3638495,,"CAALFM_C307600WA","hypothetical protein CAALFM_C307600WA"
3638494,"TIP120","CAALFM_C307610WA","Tip120p"
3638492,"RIT1","CAALFM_C307620CA","tRNA A64-2\\'-O-ribosylphosphate transferase"
3638491,,"CAALFM_C307630CA","hypothetical protein CAALFM_C307630CA"
3638489,"FUM12","CAALFM_C307640CA","Fum12p"
3638488,,"CAALFM_C307650CA","hypothetical protein CAALFM_C307650CA"
3638462,,"CAALFM_C307660WA","hypothetical protein CAALFM_C307660WA"
3641246,"GYP5","CAALFM_C210610WA","Gyp5p"
3641247,"RPS4A","CAALFM_C210620WA","Rps4ap"
3641248,,"CAALFM_C210630WA","hypothetical protein CAALFM_C210630WA"
30515167,"MTR2","CAALFM_C210640CA","Mtr2p"
30515168,,"CAALFM_C210650WA","hypothetical protein CAALFM_C210650WA"
3641249,"ASH1","CAALFM_C210660WA","DNA-binding transcription repressor"
3641251,,"CAALFM_C210670WA","hypothetical protein CAALFM_C210670WA"
3641252,,"CAALFM_C210680WA","hypothetical protein CAALFM_C210680WA"
3641205,"TPS3","CAALFM_C210690WA","trehalose 6-phosphate synthase/phosphatase complex subunit"
3641207,,"CAALFM_C210700CA","hypothetical protein CAALFM_C210700CA"
3641208,"TIF11","CAALFM_C210710WA","Tif11p"
3641209,,"CAALFM_C210720CA","hypothetical protein CAALFM_C210720CA"
3641210,,"CAALFM_C210730WA","hypothetical protein CAALFM_C210730WA"
3641236,,"CAALFM_C210740CA","tetratricopeptide repeat-containing protein"
3641237,"AKL1","CAALFM_C210750CA","serine/threonine protein kinase"
3641238,,"CAALFM_C210760CA","origin recognition complex subunit 2"
3641239,"RPC11","CAALFM_C210770WA","DNA-directed RNA polymerase III core subunit"
3641241,"PSO2","CAALFM_C210780CA","Pso2p"
3641242,,"CAALFM_C210790CA","N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit"
3641243,,"CAALFM_C210810WA","hypothetical protein CAALFM_C210810WA"
3641230,,"CAALFM_C210820CA","tRNA methylation protein"
30515170,,"CAALFM_C210830WA","hypothetical protein CAALFM_C210830WA"
3641231,"RDH54","CAALFM_C210840WA","DNA-dependent ATPase"
3641232,,"CAALFM_C210850CA","hypothetical protein CAALFM_C210850CA"
3641233,,"CAALFM_C210860CA","uroporphyrinogen decarboxylase"
3641234,,"CAALFM_C210870WA","hypothetical protein CAALFM_C210870WA"
3638460,,"CAALFM_C307670WA","hypothetical protein CAALFM_C307670WA"
3638459,,"CAALFM_C307680WA","hypothetical protein CAALFM_C307680WA"
3638458,,"CAALFM_C307690CA","hypothetical protein CAALFM_C307690CA"
3638457,,"CAALFM_C307700WA","putative serine hydrolase"
3643115,,"CAALFM_C703990CA","putative tRNA acetyltransferase"
3643114,,"CAALFM_C704000WA","hypothetical protein CAALFM_C704000WA"
3643112,,"CAALFM_C704010WA","Hsp70 family ATPase"
3643111,"PRE5","CAALFM_C704020CA","proteasome core particle subunit alpha 6"
