ENSEMBL	ENTREZID	SYMBOL	GENENAME
ENSDARG00000093492	103909693	si:dkey-246i21.1	si:dkey-246i21.1
ENSDARG00000093493	100329524	urp1	urotensin-related peptide 1
ENSDARG00000093494	NA	NA	NA
ENSDARG00000093495	NA	NA	NA
ENSDARG00000093496	100003955	si:zfos-905g2.1	si:zfos-905g2.1
ENSDARG00000093498	570279	macir	macrophage immunometabolism regulator
ENSDARG00000093501	NA	NA	NA
ENSDARG00000093503	NA	NA	NA
ENSDARG00000093508	100329825	LOC100329825	E3 ubiquitin-protein ligase RBBP6
ENSDARG00000093509	NA	NA	NA
ENSDARG00000093512	NA	NA	NA
ENSDARG00000093516	NA	NA	NA
ENSDARG00000093517	NA	NA	NA
ENSDARG00000093518	100320750	si:dkey-184n3.2	si:dkey-184n3.2
ENSDARG00000093521	561028	b3gnt3.3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tandem duplicate 3
ENSDARG00000093522	NA	NA	NA
ENSDARG00000093531	108179058	LOC108179058	glucose-6-phosphate exchanger SLC37A4-like
ENSDARG00000093532	NA	NA	NA
ENSDARG00000093535	100536065	linc.setd1ba	lincRNA upstream of setd1ba
ENSDARG00000093537	NA	NA	NA
ENSDARG00000093538	NA	NA	NA
ENSDARG00000093545	NA	NA	NA
ENSDARG00000093546	100537622	si:ch73-56d11.5	si:ch73-56d11.5
ENSDARG00000093547	793802	si:dkey-111e8.4	si:dkey-111e8.4
ENSDARG00000093548	NA	NA	NA
ENSDARG00000093549	352931	selenop	selenoprotein P
ENSDARG00000093550	NA	NA	NA
ENSDARG00000093557	NA	NA	NA
ENSDARG00000093560	NA	NA	NA
ENSDARG00000093561	NA	NA	NA
ENSDARG00000093562	NA	NA	NA
ENSDARG00000093563	561626	si:ch211-225b11.4	si:ch211-225b11.4
ENSDARG00000093565	NA	NA	NA
ENSDARG00000093569	555648	bckdhbl	branched chain keto acid dehydrogenase E1 subunit beta, like
ENSDARG00000093570	100141478	LOC100141478	chemokine CCL-CUa
ENSDARG00000093572	558958	lamc3	laminin, gamma 3
ENSDARG00000093574	NA	NA	NA
ENSDARG00000093575	NA	NA	NA
ENSDARG00000093576	NA	NA	NA
ENSDARG00000093577	NA	NA	NA
ENSDARG00000093579	NA	NA	NA
ENSDARG00000093583	NA	NA	NA
ENSDARG00000093584	559113	zgc:193505	zgc:193505
ENSDARG00000093585	NA	NA	NA
ENSDARG00000093588	NA	NA	NA
ENSDARG00000093591	NA	NA	NA
ENSDARG00000093592	NA	NA	NA
ENSDARG00000093594	NA	NA	NA
ENSDARG00000093595	555408	si:dkey-88n24.10	si:dkey-88n24.10
ENSDARG00000093597	799087	oip5	opa interacting protein 5
ENSDARG00000093599	NA	NA	NA
ENSDARG00000093600	557913	omd	osteomodulin
ENSDARG00000093602	795570	LOC795570	uncharacterized LOC795570
ENSDARG00000093603	100150837	or124-3	odorant receptor, family E, subfamily 124, member 3
ENSDARG00000093605	NA	NA	NA
ENSDARG00000093606	101886382	rps11b	ribosomal protein S11b
ENSDARG00000093608	563952	ccl34b.1	chemokine (C-C motif) ligand 34b, duplicate 1
ENSDARG00000093610	NA	NA	NA
ENSDARG00000093612	563325	si:dkey-92i17.2	si:dkey-92i17.2
ENSDARG00000093614	NA	NA	NA
ENSDARG00000093615	NA	NA	NA
ENSDARG00000093616	NA	NA	NA
ENSDARG00000093618	NA	NA	NA
ENSDARG00000093619	322415	sult3st2	sulfotransferase family 3, cytosolic sulfotransferase 2
ENSDARG00000093621	103911726	si:dkey-27b3.4	si:dkey-27b3.4
ENSDARG00000093622	554147	spc24	SPC24 component of NDC80 kinetochore complex
ENSDARG00000093623	NA	NA	NA
ENSDARG00000093627	NA	NA	NA
ENSDARG00000093628	100307070	s100a11	S100 calcium binding protein A11
ENSDARG00000093629	NA	NA	NA
ENSDARG00000093630	NA	NA	NA
ENSDARG00000093633	NA	NA	NA
ENSDARG00000093636	797712	si:dkey-26i13.5	si:dkey-26i13.5
ENSDARG00000093639	101883724	si:dkey-90a24.1	si:dkey-90a24.1
ENSDARG00000093640	767756	ugt5a2	UDP glucuronosyltransferase 5 family, polypeptide A2
ENSDARG00000093641	110440015	LOC110440015	uncharacterized LOC110440015
ENSDARG00000093642	NA	NA	NA
ENSDARG00000093645	NA	NA	NA
ENSDARG00000093646	103911997	si:ch211-270n8.3	si:ch211-270n8.3
ENSDARG00000093648	NA	NA	NA
ENSDARG00000093650	NA	NA	NA
ENSDARG00000093651	101882560	LOC101882560	tripartite motif-containing protein 16-like
ENSDARG00000093656	100002333	si:dkeyp-2e4.6	si:dkeyp-2e4.6
ENSDARG00000093658	565343	tm7sf3	transmembrane 7 superfamily member 3
ENSDARG00000093659	100334492	entpd5b	ectonucleoside triphosphate diphosphohydrolase 5b
ENSDARG00000093660	NA	NA	NA
ENSDARG00000093662	NA	NA	NA
ENSDARG00000093663	NA	NA	NA
ENSDARG00000093665	NA	NA	NA
ENSDARG00000093667	110438998	LOC110438998	uncharacterized LOC110438998
ENSDARG00000093668	NA	NA	NA
ENSDARG00000093671	NA	NA	NA
ENSDARG00000093672	100170822	zgc:173693	zgc:173693
ENSDARG00000093673	NA	NA	NA
ENSDARG00000093677	101884119	si:ch211-56a11.2	si:ch211-56a11.2
ENSDARG00000093679	108179297	LOC108179297	uncharacterized LOC108179297
ENSDARG00000093680	NA	NA	NA
ENSDARG00000093684	100034506	tmem238a	transmembrane protein 238a
ENSDARG00000093685	NA	NA	NA
ENSDARG00000093686	100034566	si:rp71-36a1.2	si:rp71-36a1.2
ENSDARG00000093687	567837	si:dkey-193c22.1	si:dkey-193c22.1
ENSDARG00000093688	100535107	si:ch73-234b20.4	si:ch73-234b20.4
ENSDARG00000093689	NA	NA	NA
ENSDARG00000093691	110438207	LOC110438207	collagen alpha-5(IV) chain-like
ENSDARG00000093692	NA	NA	NA
ENSDARG00000093694	NA	NA	NA
ENSDARG00000093696	NA	NA	NA
ENSDARG00000093697	569884	si:dkey-217m5.8	si:dkey-217m5.8
ENSDARG00000093699	NA	NA	NA
ENSDARG00000093702	792999	si:dkey-126g1.9	si:dkey-126g1.9
ENSDARG00000093703	NA	NA	NA
ENSDARG00000093704	100536640	si:dkeyp-46h3.8	si:dkeyp-46h3.8
ENSDARG00000093705	NA	NA	NA
ENSDARG00000093707	108180326	LOC108180326	uncharacterized LOC108180326
ENSDARG00000093708	NA	NA	NA
ENSDARG00000093709	NA	NA	NA
ENSDARG00000093710	NA	NA	NA
ENSDARG00000093713	NA	NA	NA
ENSDARG00000093714	101883396	LOC101883396	artemin-like
ENSDARG00000093717	NA	NA	NA
ENSDARG00000093719	NA	NA	NA
ENSDARG00000093723	NA	NA	NA
ENSDARG00000093724	NA	NA	NA
ENSDARG00000093726	NA	NA	NA
ENSDARG00000093728	NA	NA	NA
ENSDARG00000093730	NA	NA	NA
ENSDARG00000093732	NA	NA	NA
ENSDARG00000093734	100006732	si:ch211-209a2.2	si:ch211-209a2.2
ENSDARG00000093738	405886	pth1a	parathyroid hormone 1a
ENSDARG00000093739	561174	si:dkey-83m22.7	si:dkey-83m22.7
ENSDARG00000093741	NA	NA	NA
ENSDARG00000093743	NA	NA	NA
ENSDARG00000093745	100001828	htr1aa	5-hydroxytryptamine (serotonin) receptor 1A a
ENSDARG00000093747	100006693	si:dkey-122c11.1	si:dkey-122c11.1
ENSDARG00000093748	798849	si:ch211-217k17.11	si:ch211-217k17.11
ENSDARG00000093749	NA	NA	NA
ENSDARG00000093750	101885327	cd180	CD180 molecule
ENSDARG00000093752	NA	NA	NA
ENSDARG00000093753	NA	NA	NA
ENSDARG00000093755	NA	NA	NA
ENSDARG00000093760	562659	si:ch211-197h24.9	si:ch211-197h24.9
ENSDARG00000093761	558026	si:ch211-250k18.7	si:ch211-250k18.7
ENSDARG00000093763	564808	LOC564808	uncharacterized LOC564808
ENSDARG00000093764	NA	NA	NA
ENSDARG00000093768	101885898	prr18	proline rich 18
ENSDARG00000093773	100005742	trex4	three prime repair exonuclease 4
ENSDARG00000093774	432384	rbp2b	retinol binding protein 2b, cellular
ENSDARG00000093776	NA	NA	NA
ENSDARG00000093777	103909246	LOC103909246	perforin-1-like
ENSDARG00000093778	NA	NA	NA
ENSDARG00000093779	101883679	cxcl11.7	chemokine (C-X-C motif) ligand 11, duplicate 7
ENSDARG00000093780	NA	NA	NA
ENSDARG00000093781	565257	lrriq1	leucine-rich repeats and IQ motif containing 1
ENSDARG00000093783	100535048	si:dkey-70b23.2	si:dkey-70b23.2
ENSDARG00000093785	110440060	LOC110440060	trace amine-associated receptor 13c-like
ENSDARG00000093786	NA	NA	NA
ENSDARG00000093787	103909544	LOC103909544	uncharacterized LOC103909544
ENSDARG00000093788	NA	NA	NA
ENSDARG00000093794	NA	NA	NA
ENSDARG00000093796	565204	im:7150573	im:7150573
ENSDARG00000093797	100535473	si:dkey-81p22.11	si:dkey-81p22.11
ENSDARG00000093798	NA	NA	NA
ENSDARG00000093799	796785	setbp1	SET binding protein 1
ENSDARG00000093803	NA	NA	NA
ENSDARG00000093804	794095	sst6	somatostatin 6
ENSDARG00000093805	NA	NA	NA
ENSDARG00000093808	NA	NA	NA
ENSDARG00000093811	101884049	si:dkeyp-2c8.3	si:dkeyp-2c8.3
ENSDARG00000093815	NA	NA	NA
ENSDARG00000093816	NA	NA	NA
ENSDARG00000093818	100005337	ch25hl3	cholesterol 25-hydroxylase like 3
ENSDARG00000093819	NA	NA	NA
ENSDARG00000093821	562347	si:ch211-110p13.9	si:ch211-110p13.9
ENSDARG00000093822	NA	NA	NA
ENSDARG00000093823	NA	NA	NA
ENSDARG00000093824	NA	NA	NA
ENSDARG00000093831	NA	NA	NA
ENSDARG00000093833	100151273	si:ch73-382f3.1	si:ch73-382f3.1
ENSDARG00000093834	NA	NA	NA
ENSDARG00000093835	NA	NA	NA
ENSDARG00000093836	NA	NA	NA
ENSDARG00000093840	NA	NA	NA
ENSDARG00000093841	562920	si:ch211-12h2.6	si:ch211-12h2.6
ENSDARG00000093844	562139	LOC562139	chymotrypsinogen 2-like
ENSDARG00000093845	110439903	LOC110439903	carcinoembryonic antigen-related cell adhesion molecule 5-like
ENSDARG00000093846	NA	NA	NA
ENSDARG00000093850	NA	NA	NA
ENSDARG00000093851	NA	NA	NA
ENSDARG00000093852	NA	NA	NA
ENSDARG00000093854	NA	NA	NA
ENSDARG00000093855	100534704	igl3v2	immunoglobulin light 3 variable 2
ENSDARG00000093856	100150823	or125-1	odorant receptor, family E, subfamily 125, member 1
ENSDARG00000093857	100007523	ifi44a8	interferon induced protein 44a8
ENSDARG00000093861	NA	NA	NA
ENSDARG00000093862	100002907	si:ch211-274k16.2	si:ch211-274k16.2
ENSDARG00000093863	799635	si:dkey-248f6.3	si:dkey-248f6.3
ENSDARG00000093864	327060	wee1	WEE1 G2 checkpoint kinase
ENSDARG00000093865	NA	NA	NA
ENSDARG00000093867	NA	NA	NA
ENSDARG00000093868	NA	NA	NA
ENSDARG00000093872	101882212	LOC101882212	uncharacterized LOC101882212
ENSDARG00000093873	NA	NA	NA
ENSDARG00000093874	103911977	si:dkey-196j8.2	si:dkey-196j8.2
ENSDARG00000093875	NA	NA	NA
ENSDARG00000093876	799800	si:dkey-28d5.10	si:dkey-28d5.10
ENSDARG00000093877	100538028	si:zfos-2330d3.8	si:zfos-2330d3.8
ENSDARG00000093878	NA	NA	NA
ENSDARG00000093881	NA	NA	NA
ENSDARG00000093885	NA	NA	NA
ENSDARG00000093886	796588	tmsb5	thymosin beta 5
ENSDARG00000093890	NA	NA	NA
ENSDARG00000093891	NA	NA	NA
ENSDARG00000093892	NA	NA	NA
ENSDARG00000093897	NA	NA	NA
ENSDARG00000093899	100270729	si:ch211-142k18.1	si:ch211-142k18.1
ENSDARG00000093901	556431	trhr2	thyrotropin releasing hormone receptor 2
ENSDARG00000093902	NA	NA	NA
ENSDARG00000093904	NA	NA	NA
ENSDARG00000093905	NA	NA	NA
ENSDARG00000093915	NA	NA	NA
ENSDARG00000093918	NA	NA	NA
ENSDARG00000093919	NA	NA	NA
ENSDARG00000093921	NA	NA	NA
ENSDARG00000093922	NA	NA	NA
ENSDARG00000093924	NA	NA	NA
ENSDARG00000093926	108179599	LOC108179599	uncharacterized LOC108179599
ENSDARG00000093927	NA	NA	NA
ENSDARG00000093929	NA	NA	NA
ENSDARG00000093931	100286814	rflnb	refilin B
ENSDARG00000093932	NA	NA	NA
ENSDARG00000093936	NA	NA	NA
ENSDARG00000093939	NA	NA	NA
ENSDARG00000093940	NA	NA	NA
ENSDARG00000093943	NA	NA	NA
ENSDARG00000093945	100307085	vma21	vacuolar ATPase assembly factor VMA21
ENSDARG00000093947	NA	NA	NA
ENSDARG00000093950	NA	NA	NA
ENSDARG00000093953	NA	NA	NA
ENSDARG00000093954	571915	si:dkey-9i23.16	si:dkey-9i23.16
ENSDARG00000093957	562682	si:dkey-251i10.2	si:dkey-251i10.2
ENSDARG00000093958	103908948	si:ch211-232m19.4	si:ch211-232m19.4
ENSDARG00000093960	566993	si:dkey-111e8.5	si:dkey-111e8.5
ENSDARG00000093961	NA	NA	NA
ENSDARG00000093964	NA	NA	NA
ENSDARG00000093965	NA	NA	NA
ENSDARG00000093971	NA	NA	NA
ENSDARG00000093972	568850	ftr79	finTRIM family, member 79
ENSDARG00000093973	NA	NA	NA
ENSDARG00000093974	NA	NA	NA
ENSDARG00000093975	795805	si:dkey-222h21.9	si:dkey-222h21.9
ENSDARG00000093976	NA	NA	NA
ENSDARG00000093977	100536354	si:ch211-220f16.1	si:ch211-220f16.1
ENSDARG00000093978	405808	zgc:77486	zgc:77486
ENSDARG00000093983	NA	NA	NA
ENSDARG00000093985	100148058	si:dkeyp-72a4.1	si:dkeyp-72a4.1
ENSDARG00000093987	NA	NA	NA
ENSDARG00000093988	NA	NA	NA
ENSDARG00000093990	100001138	gzm3.3	granzyme 3, tandem duplicate 3
ENSDARG00000093992	NA	NA	NA
ENSDARG00000093993	NA	NA	NA
ENSDARG00000093994	NA	NA	NA
ENSDARG00000093997	555790	si:dkey-9i23.15	si:dkey-9i23.15
ENSDARG00000093998	100001643	si:ch73-7i4.2	si:ch73-7i4.2
ENSDARG00000093999	100334190	ttf1.2	transcription termination factor 1, tandem duplicate 2
ENSDARG00000094001	100034415	si:dkey-6a5.3	si:dkey-6a5.3
ENSDARG00000094002	556621	ccl34b.4	chemokine (C-C motif) ligand 34b, duplicate 4
ENSDARG00000094003	100319240	serp2	stress-associated endoplasmic reticulum protein family member 2
ENSDARG00000094004	NA	NA	NA
ENSDARG00000094005	NA	NA	NA
ENSDARG00000094007	NA	NA	NA
ENSDARG00000094009	NA	NA	NA
ENSDARG00000094010	559432	swt1	SWT1 RNA endoribonuclease homolog
ENSDARG00000094012	100321723	si:dkey-192g7.3	si:dkey-192g7.3
ENSDARG00000094016	100318549	si:ch211-130h14.4	si:ch211-130h14.4
ENSDARG00000094017	NA	NA	NA
ENSDARG00000094018	323719	si:dkey-111e8.1	si:dkey-111e8.1
ENSDARG00000094021	NA	NA	NA
ENSDARG00000094022	110440182	LOC110440182	uncharacterized LOC110440182
ENSDARG00000094023	NA	NA	NA
ENSDARG00000094024	NA	NA	NA
ENSDARG00000094025	568721	si:dkey-237j10.2	si:dkey-237j10.2
ENSDARG00000094026	NA	NA	NA
ENSDARG00000094030	NA	NA	NA
ENSDARG00000094034	NA	NA	NA
ENSDARG00000094037	562567	si:dkey-76p14.2	si:dkey-76p14.2
ENSDARG00000094038	100333415	LOC100333415	uncharacterized LOC100333415
ENSDARG00000094041	100034647	krt17	keratin 17
ENSDARG00000094043	108179110	LOC108179110	transcription termination factor 1-like
ENSDARG00000094045	NA	NA	NA
ENSDARG00000094046	108190619	LOC108190619	uncharacterized LOC108190619
ENSDARG00000094050	100535931	LOC100535931	uncharacterized LOC100535931
ENSDARG00000094051	NA	NA	NA
ENSDARG00000094052	555650	taok3b	TAO kinase 3b
ENSDARG00000094053	NA	NA	NA
ENSDARG00000094055	796880	si:dkey-88l16.3	si:dkey-88l16.3
ENSDARG00000094057	797309	cyp2j20	cytochrome P450, family 2, subfamily J, polypeptide 20
ENSDARG00000094059	NA	NA	NA
ENSDARG00000094060	NA	NA	NA
ENSDARG00000094063	NA	NA	NA
ENSDARG00000094064	NA	NA	NA
ENSDARG00000094067	108179098	si:dkey-121n8.7	si:dkey-121n8.7
ENSDARG00000094070	NA	NA	NA
ENSDARG00000094074	100034657	si:dkey-81h8.1	si:dkey-81h8.1
ENSDARG00000094075	NA	NA	NA
ENSDARG00000094077	556598	si:dkey-21e2.16	si:dkey-21e2.16
ENSDARG00000094078	NA	NA	NA
ENSDARG00000094080	58111	or103-1	odorant receptor, family C, subfamily 103, member 1
ENSDARG00000094081	NA	NA	NA
ENSDARG00000094083	NA	NA	NA
ENSDARG00000094085	101884566	si:dkeyp-79c2.1	si:dkeyp-79c2.1
ENSDARG00000094086	NA	NA	NA
ENSDARG00000094088	100002243	si:ch211-229n2.7	si:ch211-229n2.7
ENSDARG00000094089	798316	LOC798316	amine sulfotransferase-like
ENSDARG00000094091	NA	NA	NA
ENSDARG00000094093	NA	NA	NA
ENSDARG00000094097	100536508	si:ch211-209a2.1	si:ch211-209a2.1
ENSDARG00000094098	NA	NA	NA
ENSDARG00000094100	NA	NA	NA
ENSDARG00000094102	NA	NA	NA
ENSDARG00000094103	NA	NA	NA
ENSDARG00000094104	100536429	si:ch211-213i16.3	si:ch211-213i16.3
ENSDARG00000094105	NA	NA	NA
ENSDARG00000094107	449954	ttf1.6	transcription termination factor 1, tandem duplicate 6
ENSDARG00000094108	NA	NA	NA
ENSDARG00000094109	101883958	znf1168	zinc finger protein 1168
ENSDARG00000094110	NA	NA	NA
ENSDARG00000094112	799908	slc22a21	solute carrier family 22 member 21
ENSDARG00000094114	NA	NA	NA
ENSDARG00000094116	NA	NA	NA
ENSDARG00000094118	NA	NA	NA
ENSDARG00000094119	NA	NA	NA
ENSDARG00000094123	NA	NA	NA
ENSDARG00000094124	NA	NA	NA
ENSDARG00000094125	554779	or103-2	odorant receptor, family C, subfamily 103, member 2
ENSDARG00000094126	NA	NA	NA
ENSDARG00000094127	NA	NA	NA
ENSDARG00000094128	100537659	linc.0464	lincRNA gene 0464
ENSDARG00000094131	560786	ftr27	finTRIM family, member 27
ENSDARG00000094132	114433	igf1	insulin-like growth factor 1
ENSDARG00000094133	324205	wu:fc21g02	wu:fc21g02
ENSDARG00000094135	NA	NA	NA
ENSDARG00000094138	NA	NA	NA
ENSDARG00000094139	NA	NA	NA
ENSDARG00000094140	NA	NA	NA
ENSDARG00000094142	NA	NA	NA
ENSDARG00000094145	NA	NA	NA
ENSDARG00000094146	559546	pimr134	Pim proto-oncogene, serine/threonine kinase, related 134
ENSDARG00000094148	NA	NA	NA
ENSDARG00000094149	NA	NA	NA
ENSDARG00000094151	NA	NA	NA
ENSDARG00000094154	570618	hist2h3c	histone cluster 2, H3c
ENSDARG00000094155	NA	NA	NA
ENSDARG00000094157	NA	NA	NA
ENSDARG00000094159	NA	NA	NA
ENSDARG00000094160	100334658	si:ch73-160h15.3	si:ch73-160h15.3
ENSDARG00000094163	NA	NA	NA
ENSDARG00000094165	NA	NA	NA
ENSDARG00000094169	NA	NA	NA
ENSDARG00000094171	NA	NA	NA
ENSDARG00000094172	NA	NA	NA
ENSDARG00000094173	NA	NA	NA
ENSDARG00000094175	NA	NA	NA
ENSDARG00000094176	100333252	cdkn2d	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)
ENSDARG00000094177	NA	NA	NA
ENSDARG00000094181	559364	shroom1	shroom family member 1
ENSDARG00000094183	100002523	si:ch211-125e6.14	si:ch211-125e6.14
ENSDARG00000094185	NA	NA	NA
ENSDARG00000094186	NA	NA	NA
ENSDARG00000094189	NA	NA	NA
ENSDARG00000094191	436892	nup37	nucleoporin 37
ENSDARG00000094192	NA	NA	NA
ENSDARG00000094193	NA	NA	NA
ENSDARG00000094195	NA	NA	NA
ENSDARG00000094196	NA	NA	NA
ENSDARG00000094197	NA	NA	NA
ENSDARG00000094198	NA	NA	NA
ENSDARG00000094199	100535660	si:ch211-226h8.8	si:ch211-226h8.8
ENSDARG00000094202	101882260	si:dkeyp-72g6.2	si:dkeyp-72g6.2
ENSDARG00000094204	561039	elp1	elongator complex protein 1
ENSDARG00000094206	103911865	si:ch73-191k20.3	si:ch73-191k20.3
ENSDARG00000094210	553552	fthl31	ferritin, heavy polypeptide-like 31
ENSDARG00000094211	NA	NA	NA
ENSDARG00000094212	NA	NA	NA
ENSDARG00000094213	NA	NA	NA
ENSDARG00000094214	101884515	si:dkeyp-117b8.4	si:dkeyp-117b8.4
ENSDARG00000094215	108183423	LOC108183423	uncharacterized LOC108183423
ENSDARG00000094216	777726	zgc:113443	zgc:113443
ENSDARG00000094217	NA	NA	NA
ENSDARG00000094223	NA	NA	NA
ENSDARG00000094224	NA	NA	NA
ENSDARG00000094225	NA	NA	NA
ENSDARG00000094226	560496	LOC560496	serine/threonine-protein kinase PKH2-like
ENSDARG00000094230	793729	si:dkey-211g8.4	si:dkey-211g8.4
ENSDARG00000094232	103909135	si:dkey-242h9.4	si:dkey-242h9.4
ENSDARG00000094235	80359	or115-14	odorant receptor, family F, subfamily115, member 14
ENSDARG00000094236	110438961	LOC110438961	serine protease HTRA2, mitochondrial-like
ENSDARG00000094237	795068	taar12h	trace amine associated receptor 12h
ENSDARG00000094240	NA	NA	NA
ENSDARG00000094241	NA	NA	NA
ENSDARG00000094242	NA	NA	NA
ENSDARG00000094243	561247	shda	Src homology 2 domain containing transforming protein D, a
ENSDARG00000094244	NA	NA	NA
ENSDARG00000094246	795186	si:dkey-222h21.4	si:dkey-222h21.4
ENSDARG00000094247	108180337	LOC108180337	uncharacterized LOC108180337
ENSDARG00000094249	556205	wu:fc17b08	wu:fc17b08
ENSDARG00000094251	NA	NA	NA
ENSDARG00000094252	NA	NA	NA
ENSDARG00000094253	101883349	LOC101883349	putative UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase LOC100288842
ENSDARG00000094254	NA	NA	NA
ENSDARG00000094258	562660	commd9	COMM domain containing 9
ENSDARG00000094260	NA	NA	NA
ENSDARG00000094261	103911784	taar19g	trace amine associated receptor 19g
ENSDARG00000094262	NA	NA	NA
ENSDARG00000094263	NA	NA	NA
ENSDARG00000094265	570411	si:dkey-183n20.15	si:dkey-183n20.15
ENSDARG00000094268	NA	NA	NA
ENSDARG00000094270	NA	NA	NA
ENSDARG00000094271	NA	NA	NA
ENSDARG00000094272	NA	NA	NA
ENSDARG00000094273	566981	peak3	PEAK family member 3
ENSDARG00000094276	NA	NA	NA
ENSDARG00000094277	571210	mrpl44	mitochondrial ribosomal protein L44
ENSDARG00000094279	NA	NA	NA
ENSDARG00000094280	563546	usp21	ubiquitin specific peptidase 21
ENSDARG00000094281	108004537	si:ch73-196i15.3	si:ch73-196i15.3
ENSDARG00000094282	567790	LOC567790	dynein heavy chain 11, axonemal
ENSDARG00000094284	100004976	si:dkey-58f10.10	si:dkey-58f10.10
ENSDARG00000094286	566599	si:ch211-117m20.4	si:ch211-117m20.4
ENSDARG00000094287	NA	NA	NA
ENSDARG00000094291	100006493	si:rp71-45g20.11	si:rp71-45g20.11
ENSDARG00000094294	NA	NA	NA
ENSDARG00000094295	100536987	kiaa0040	KIAA0040 ortholog
ENSDARG00000094297	795257	si:dkey-222h21.5	si:dkey-222h21.5
ENSDARG00000094298	103911861	si:ch73-191k20.1	si:ch73-191k20.1
ENSDARG00000094299	NA	NA	NA
ENSDARG00000094300	100330598	nupr1a	nuclear protein 1a
ENSDARG00000094301	NA	NA	NA
ENSDARG00000094302	NA	NA	NA
ENSDARG00000094303	NA	NA	NA
ENSDARG00000094304	NA	NA	NA
ENSDARG00000094305	NA	NA	NA
ENSDARG00000094308	NA	NA	NA
ENSDARG00000094309	NA	NA	NA
ENSDARG00000094310	799480	si:ch211-255g12.6	si:ch211-255g12.6
ENSDARG00000094312	569793	ndufa9b	NADH:ubiquinone oxidoreductase subunit A9b
ENSDARG00000094314	NA	NA	NA
ENSDARG00000094315	NA	NA	NA
ENSDARG00000094316	100307105	si:rp71-80o10.4	si:rp71-80o10.4
ENSDARG00000094317	NA	NA	NA
ENSDARG00000094318	NA	NA	NA
ENSDARG00000094322	101885665	si:dkey-178e17.2	si:dkey-178e17.2
ENSDARG00000094323	NA	NA	NA
ENSDARG00000094324	494044	efemp2a	EGF containing fibulin extracellular matrix protein 2a
ENSDARG00000094326	100151554	or124-2	odorant receptor, family E, subfamily 124, member 2
ENSDARG00000094327	101885834	si:dkey-205k8.5	si:dkey-205k8.5
ENSDARG00000094328	110437812	LOC110437812	zinc finger protein 675-like
ENSDARG00000094330	110438322	LOC110438322	transmembrane protease serine 3-like
ENSDARG00000094331	NA	NA	NA
ENSDARG00000094332	101886496	vgll4a	vestigial-like family member 4a
ENSDARG00000094335	100537692	si:dkey-23f9.12	si:dkey-23f9.12
ENSDARG00000094336	100005391	si:dkeyp-82a1.6	si:dkeyp-82a1.6
ENSDARG00000094339	100006996	pimr88	Pim proto-oncogene, serine/threonine kinase, related 88
ENSDARG00000094340	NA	NA	NA
ENSDARG00000094343	NA	NA	NA
ENSDARG00000094344	795597	si:dkey-222h21.8	si:dkey-222h21.8
ENSDARG00000094345	569751	si:dkey-261l7.2	si:dkey-261l7.2
ENSDARG00000094346	567675	si:ch211-114l13.13	si:ch211-114l13.13
ENSDARG00000094347	103909618	LOC103909618	uncharacterized LOC103909618
ENSDARG00000094350	NA	NA	NA
ENSDARG00000094357	NA	NA	NA
ENSDARG00000094362	NA	NA	NA
ENSDARG00000094366	100331542	si:dkey-260g12.1	si:dkey-260g12.1
ENSDARG00000094367	NA	NA	NA
ENSDARG00000094368	NA	NA	NA
ENSDARG00000094370	566620	si:ch211-125e6.13	si:ch211-125e6.13
ENSDARG00000094374	NA	NA	NA
ENSDARG00000094377	100147927	samd10b	sterile alpha motif domain containing 10b
ENSDARG00000094378	NA	NA	NA
ENSDARG00000094380	566682	zzef1	zinc finger, ZZ-type with EF hand domain 1
ENSDARG00000094382	NA	NA	NA
ENSDARG00000094385	100005181	si:dkey-85k15.6	si:dkey-85k15.6
ENSDARG00000094386	NA	NA	NA
ENSDARG00000094387	799853	si:dkeyp-30e7.2	si:dkeyp-30e7.2
ENSDARG00000094388	NA	NA	NA
ENSDARG00000094389	NA	NA	NA
ENSDARG00000094392	555353	si:dkey-229d11.5	si:dkey-229d11.5
ENSDARG00000094396	NA	NA	NA
ENSDARG00000094399	NA	NA	NA
ENSDARG00000094400	NA	NA	NA
ENSDARG00000094401	NA	NA	NA
ENSDARG00000094403	799791	si:dkey-33c12.10	si:dkey-33c12.10
ENSDARG00000094406	NA	NA	NA
ENSDARG00000094407	NA	NA	NA
ENSDARG00000094408	100538113	si:ch1073-110a20.1	si:ch1073-110a20.1
ENSDARG00000094409	NA	NA	NA
ENSDARG00000094410	100038795	si:dkey-4c15.14	si:dkey-4c15.14
ENSDARG00000094414	NA	NA	NA
